note_density.target_rule
"[6.0703125, 6.0390625, 5.1015625, 5.6171875, 1.609375, 2.0703125, 1.4765625, 1.4375, 1.399999976158142, 1.0, 1.2000000476837158, 0.4000000059604645, 0.6000000238418579, 0.4000000059604645, 0.6000000238418579, 0.6000000238418579]"
"[2.296875, 2.46875, 2.1484375, 3.015625, 3.3046875, 3.2890625, 2.9765625, 2.703125, 1.2000000476837158, 0.4000000059604645, 0.6000000238418579, 1.0, 1.0, 0.800000011920929, 1.600000023841858, 0.20000000298023224]"
"[4.6953125, 4.6875, 3.8671875, 3.890625, 3.5234375, 5.0, 4.109375, 4.0859375, 0.4000000059604645, 0.20000000298023224, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.0, 0.6000000238418579, 0.20000000298023224]"
"[1.734375, 0.9296875, 2.828125, 1.9453125, 1.953125, 1.2109375, 2.1640625, 0.71875, 0.800000011920929, 1.2000000476837158, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929]"
"[0.15625, 0.9453125, 2.5078125, 0.890625, 0.8125, 2.5, 0.9453125, 2.1640625, 0.4000000059604645, 1.399999976158142, 0.6000000238418579, 0.6000000238418579, 1.399999976158142, 0.6000000238418579, 1.399999976158142, 1.0]"
"[1.9375, 1.8828125, 1.96875, 1.859375, 1.875, 2.0859375, 2.828125, 2.4375, 1.600000023841858, 1.399999976158142, 0.4000000059604645, 0.0, 1.399999976158142, 1.399999976158142, 1.399999976158142, 1.399999976158142]"
"[3.28125, 6.0, 3.046875, 3.9453125, 4.4296875, 3.0, 5.484375, 4.625, 0.4000000059604645, 0.0, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, 0.4000000059604645]"
"[4.0, 3.53125, 4.0, 4.0, 3.6875, 2.03125, 2.84375, 4.0, 0.4000000059604645, 0.6000000238418579, 0.6000000238418579, 0.4000000059604645, 0.800000011920929, 1.0, 1.2000000476837158, 1.0]"
"[2.4296875, 2.921875, 2.3671875, 2.453125, 2.9296875, 2.2421875, 2.609375, 2.796875, 1.0, 1.0, 1.600000023841858, 1.0, 0.800000011920929, 1.399999976158142, 0.800000011920929, 1.600000023841858]"
"[1.9765625, 2.0, 2.28125, 1.984375, 3.078125, 3.6640625, 3.6015625, 2.0, 1.600000023841858, 1.2000000476837158, 1.2000000476837158, 1.399999976158142, 0.800000011920929, 1.2000000476837158, 1.399999976158142, 1.600000023841858]"
"[6.859375, 7.0, 6.109375, 1.90625, 3.4921875, 2.4765625, 2.6171875, 3.0859375, 0.800000011920929, 0.4000000059604645, 0.6000000238418579, 0.4000000059604645, 0.6000000238418579, 0.4000000059604645, 0.6000000238418579, 0.800000011920929]"
"[2.046875, 1.875, 1.890625, 1.875, 1.890625, 1.8984375, 1.8671875, 1.890625, 1.399999976158142, 1.0, 1.399999976158142, 1.0, 1.2000000476837158, 1.0, 1.2000000476837158, 1.2000000476837158]"
"[1.8984375, 1.828125, 1.8984375, 1.875, 1.8515625, 2.78125, 2.84375, 2.8125, 1.2000000476837158, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"[1.9609375, 1.5, 0.9296875, 1.1328125, 1.7734375, 1.90625, 2.296875, 1.8671875, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 1.0, 0.800000011920929, 0.800000011920929, 1.0]"
